Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU43,OUT019,572.0143
FDE24,OUT019,298.4901
FDK50,OUT049,2527.8555
FDG31,OUT045,756.3026
FDC60,OUT045,1515.7307
FDL36,OUT013,1329.0726
FDP21,OUT013,3227.5317
FDW16,OUT045,1140.6136
FDX02,OUT017,3733.7124
FDQ58,OUT027,4245.785
FDT51,OUT046,1432.4564
FDD59,OUT049,898.02185
NCM42,OUT018,1250.9491
FDA57,OUT018,685.76776
FDZ48,OUT035,1878.8138
FDE46,OUT045,2078.431
NCZ30,OUT019,259.1531
FDB56,OUT017,3403.8596
FDA25,OUT027,3272.6455
FDD20,OUT013,2386.9731
FDL25,OUT013,1256.4719
NCO18,OUT049,3084.1243
FDJ45,OUT017,2486.5454
FDR12,OUT035,2887.202
NCF19,OUT010,84.537926
FDK25,OUT046,2027.1127
NCR17,OUT046,2162.2834
FDC52,OUT046,2688.7207
NCA54,OUT017,2770.2188
FDR45,OUT010,619.7337
NCM19,OUT049,1543.8981
FDF39,OUT027,7893.7993
FDX23,OUT049,1566.6637
FDD58,OUT027,2829.8835
FDX28,OUT013,1609.9691
NCD31,OUT013,2687.825
FDU57,OUT018,2379.1816
FDI27,OUT046,843.33075
NCM42,OUT046,1516.6074
FDD32,OUT027,2593.9565
FDI34,OUT013,3884.519
NCM29,OUT049,2225.0164
FDG46,OUT018,1777.4136
DRC01,OUT010,89.40026
FDB15,OUT027,6985.1787
NCA17,OUT027,3966.188
FDF10,OUT046,2095.6907
FDR26,OUT027,4496.4795
FDI02,OUT049,1812.084
NCM54,OUT010,309.9904
FDF14,OUT013,2697.2546
FDJ33,OUT010,262.89236
FDM20,OUT035,4676.585
FDC03,OUT027,5061.4927
NCX05,OUT046,2005.7257
NCM41,OUT027,2589.5688
NCU29,OUT010,398.233
FDQ59,OUT017,1322.9052
FDH46,OUT010,243.5225
FDH09,OUT013,2072.565
NCD06,OUT045,751.153
FDC15,OUT035,3021.425
DRD37,OUT027,1407.6815
FDT28,OUT027,3909.4075
FDR28,OUT027,4439.5107
FDT38,OUT017,1370.1035
FDV34,OUT027,2141.391
FDY52,OUT035,1069.7795
FDB34,OUT013,1626.0212
DRL23,OUT018,1497.1571
DRB24,OUT046,2082.8035
FDJ50,OUT046,1124.7091
FDQ49,OUT035,3743.6672
FDP20,OUT035,2131.405
FDV19,OUT027,4885.4697
NCR54,OUT045,2734.0093
FDO09,OUT010,610.6163
FDS57,OUT018,2031.0005
FDN10,OUT049,2013.6018
FDV23,OUT049,2099.8826
FDY28,OUT049,2761.1577
DRG51,OUT013,2356.0808
FDD45,OUT019,186.01328
NCL18,OUT027,4911.195
NCM29,OUT013,2283.9775
FDF17,OUT027,5465.2773
FDE22,OUT017,2824.1035
FDQ22,OUT017,934.5043
FDS01,OUT013,3131.8828
FDW35,OUT027,1841.6437
FDJ33,OUT046,2109.2322
NCF54,OUT035,2668.3926
FDE09,OUT013,1929.4312
NCE06,OUT045,2188.9563
DRH49,OUT049,1164.7866
FDY43,OUT045,2464.5256
NCT05,OUT017,4030.5837
FDZ34,OUT045,2305.3987
FDL38,OUT017,1737.2118
FDZ31,OUT017,3244.904
FDR14,OUT035,1332.7288
NCN54,OUT049,1476.6863
NCC42,OUT027,3761.4963
FDK08,OUT017,1820.2527
FDP59,OUT013,2438.6196
FDV22,OUT035,2787.2056
FDD33,OUT035,4222.76
DRE60,OUT027,6140.7983
FDK52,OUT046,3620.3647
FDA02,OUT017,2631.9045
FDM56,OUT049,1640.8207
FDE57,OUT035,2330.1453
FDM32,OUT045,1188.7219
NCQ30,OUT027,3038.4312
FDQ27,OUT027,2549.8247
FDT60,OUT027,3131.2617
FDU43,OUT049,4474.294
NCO55,OUT035,1390.2483
FDG02,OUT045,2967.26
FDJ28,OUT013,3674.1404
FDP40,OUT045,1476.6437
FDJ38,OUT045,3038.5696
NCC54,OUT017,3476.827
NCZ41,OUT046,2049.183
FDK38,OUT019,374.06927
FDU52,OUT013,2618.7407
FDC40,OUT046,1238.6062
NCR30,OUT017,998.6261
NCN18,OUT017,1348.7887
FDB50,OUT035,1401.0382
FDG04,OUT013,3798.2358
FDR26,OUT035,3525.114
NCT17,OUT018,2756.6968
FDX35,OUT027,5577.666
FDS12,OUT046,2182.12
NCZ29,OUT027,3446.8923
FDB38,OUT010,335.56323
FDP12,OUT013,766.0478
FDP22,OUT046,996.0666
FDS26,OUT018,4776.404
FDR52,OUT046,2999.152
DRJ13,OUT046,2100.8267
FDU48,OUT027,3310.5022
FDE29,OUT035,922.8802
NCT29,OUT049,1995.7969
DRK37,OUT018,2658.0894
FDK55,OUT046,1069.5568
FDR07,OUT046,1378.1576
FDO21,OUT027,6268.3506
FDK46,OUT049,4815.5225
FDB12,OUT045,1564.1783
FDT31,OUT027,6112.5645
FDJ33,OUT045,1685.6073
FDC26,OUT027,3544.7456
NCQ02,OUT045,2701.445
FDP08,OUT010,498.51865
FDB11,OUT027,5435.461
FDV55,OUT013,2727.0518
FDW20,OUT049,1906.9114
NCJ18,OUT019,165.90886
FDC41,OUT018,806.7093
FDE14,OUT027,3136.1233
FDG35,OUT013,3136.06
FDF45,OUT035,1083.0281
FDS19,OUT027,2465.0276
FDS58,OUT019,372.69553
FDA26,OUT017,4114.318
FDM32,OUT049,1274.8838
FDL45,OUT046,2215.045
FDZ55,OUT049,2668.8318
FDY37,OUT049,2216.349
FDO46,OUT046,3318.9626
FDQ60,OUT046,2232.3865
FDA19,OUT018,1982.66
FDL15,OUT046,2283.3696
FDM10,OUT018,3075.7378
NCL05,OUT017,859.2833
DRK49,OUT010,91.953896
NCE18,OUT027,6738.549
FDG40,OUT049,634.5539
DRI59,OUT045,3790.6306
FDK28,OUT035,4376.741
NCD06,OUT019,73.02277
FDO11,OUT019,667.497
FDK27,OUT046,1731.3727
FDT43,OUT027,1787.631
FDD38,OUT018,1626.6749
FDA16,OUT049,3073.2307
FDL14,OUT027,4519.874
NCM17,OUT049,929.50714
FDD20,OUT045,1699.8014
FDA40,OUT045,1236.4678
FDL43,OUT045,901.8991
FDV15,OUT045,1222.7947
FDE52,OUT046,1437.9265
NCL17,OUT010,336.54395
NCJ31,OUT045,3811.7405
FDR60,OUT045,1095.2821
NCA18,OUT035,1903.5475
FDS21,OUT027,1885.6729
FDW09,OUT035,1297.4509
FDL26,OUT035,3095.668
FDS47,OUT018,1658.2935
FDC39,OUT046,2701.0037
FDT51,OUT035,1688.1788
FDK40,OUT035,4789.7593
NCG19,OUT045,3488.1335
FDZ07,OUT046,1094.645
FDF08,OUT027,2746.014
FDO04,OUT013,1076.1556
FDK41,OUT018,898.06885
FDP15,OUT049,5023.8325
NCD43,OUT018,1169.53
NCP18,OUT013,2431.8987
FDZ51,OUT046,1191.0918
DRH13,OUT035,1559.0364
FDF38,OUT045,858.00745
NCI43,OUT045,744.2801
FDM38,OUT027,2113.6694
FDS03,OUT013,1037.6388
DRJ47,OUT017,3099.0535
FDT50,OUT010,255.36592
FDV02,OUT046,2708.1726
NCG18,OUT017,1436.2242
FDW52,OUT046,2836.5662
FDS40,OUT035,814.5791
FDN31,OUT017,3369.301
FDA37,OUT045,1867.5231
FDA15,OUT046,4497.001
FDL39,OUT046,2978.2346
FDJ53,OUT045,1539.0453
FDX22,OUT013,3697.7573
NCZ42,OUT045,3538.3203
FDD56,OUT027,5189.9673
FDD40,OUT017,3546.828
FDS50,OUT013,4072.2249
NCN14,OUT013,3148.211
FDT15,OUT013,3065.576
NCS18,OUT027,2706.9736
NCO26,OUT010,244.38652
FDF58,OUT018,1007.3141
NCB19,OUT013,1335.1951
FDH26,OUT017,2620.7786
DRB24,OUT027,4080.2148
FDA49,OUT018,1245.5151
FDB32,OUT045,1283.3293
FDI36,OUT017,3457.0332
NCA17,OUT010,518.01135
FDH22,OUT013,2201.9558
NCM26,OUT018,2502.5317
FDT15,OUT027,5295.87
FDB16,OUT018,1082.7188
NCP54,OUT027,3094.0864
FDJ36,OUT013,1534.5168
FDO28,OUT045,1465.3453
FDU09,OUT013,1026.835
FDF29,OUT017,2215.1567
FDY08,OUT013,2450.872
DRJ59,OUT018,638.69293
FDT23,OUT027,2289.4885
FDU15,OUT018,590.5824
FDT47,OUT013,1738.3761
FDI53,OUT019,437.9187
FDR59,OUT018,4218.7583
FDD53,OUT035,818.1612
FDY51,OUT017,3739.582
FDT04,OUT049,730.00665
FDU51,OUT049,3090.3706
FDG14,OUT035,2607.65
NCU06,OUT045,3383.2205
DRG25,OUT046,2620.532
DRH49,OUT035,1287.664
FDN15,OUT035,2337.3547
FDL43,OUT018,961.9409
NCT18,OUT049,3042.6099
NCB31,OUT013,4627.176
FDK57,OUT035,2172.5325
FDY04,OUT019,343.54544
NCP54,OUT046,1552.0729
FDF41,OUT013,4645.2637
FDM01,OUT045,1432.1842
FDW03,OUT045,1214.9435
FDF28,OUT045,1586.6731
FDY37,OUT017,2688.1743
FDQ03,OUT017,3995.9626
FDP51,OUT027,3221.7415
FDJ40,OUT017,1719.6227
FDC32,OUT049,1386.4854
DRI49,OUT027,2258.24
NCW54,OUT017,767.42303
FDF09,OUT017,897.2977
FDP45,OUT018,4003.0244
DRJ23,OUT018,2869.433
FDS59,OUT017,1877.3319
FDY08,OUT046,2278.4514
FDX16,OUT049,2148.952
FDY16,OUT018,2328.271
FDK32,OUT035,2943.2776
FDQ22,OUT013,1024.4454
NCC31,OUT018,1972.2023
FDG58,OUT049,2366.8542
DRF48,OUT013,3524.2285
DRH36,OUT049,1041.0082
NCR30,OUT035,1224.9419
FDB03,OUT019,669.68744
FDZ28,OUT027,3247.5476
FDR35,OUT017,3054.9426
DRD15,OUT027,7507.674
FDJ33,OUT019,209.21027
FDA56,OUT010,253.10213
FDP56,OUT046,1070.4623
NCT30,OUT046,807.9358
FDK15,OUT017,1341.27
FDH44,OUT018,2077.597
FDV01,OUT013,2544.0635
DRG03,OUT017,2780.4072
FDG50,OUT027,2902.0205
FDR16,OUT010,502.11676
FDZ60,OUT046,1553.5482
DRG03,OUT045,2416.2637
FDS56,OUT018,4902.432
FDU33,OUT045,799.2859
DRD27,OUT035,1356.8739
FDW22,OUT046,3972.1575
DRA24,OUT045,2764.919
FDF38,OUT049,721.11316
FDX48,OUT013,2474.1365
FDS58,OUT018,2522.9758
FDC32,OUT046,1347.0413
NCQ29,OUT045,3732.3066
DRK39,OUT018,1286.094
NCS38,OUT017,1397.226
DRO47,OUT013,1780.2039
DRG27,OUT027,1974.4719
FDC57,OUT027,5793.1626
FDS55,OUT046,2403.0444
NCJ06,OUT018,1589.484
FDO01,OUT019,505.4703
NCM55,OUT045,2765.6904
FDC52,OUT049,1944.175
FDQ15,OUT045,1050.8896
NCT30,OUT027,1521.2839
NCR42,OUT027,1235.822
FDD28,OUT035,1038.1407
FDQ34,OUT049,1980.1714
FDZ12,OUT027,3654.4585
DRE13,OUT019,168.43039
NCN07,OUT019,211.79274
FDM28,OUT035,3162.587
FDI10,OUT017,2716.7388
FDQ25,OUT013,2998.6868
FDA38,OUT010,546.63824
DRI13,OUT049,3639.8992
FDY20,OUT027,2769.767
NCZ53,OUT035,3389.4578
NCM31,OUT013,2216.6516
DRB01,OUT017,2819.8005
DRF37,OUT046,4265.959
NCF42,OUT049,2722.1157
FDF16,OUT018,1653.5894
FDB41,OUT013,832.1045
FDR34,OUT013,4409.4136
FDR15,OUT018,2319.923
NCV42,OUT019,236.52338
FDW51,OUT035,3411.1099
FDU36,OUT017,1451.847
FDX60,OUT049,1207.8441
FDY03,OUT035,1568.4996
FDW55,OUT045,4824.1797
FDT01,OUT010,476.36902
FDG58,OUT013,2423.9148
FDK21,OUT017,4637.648
NCS41,OUT019,427.19025
FDS10,OUT045,2373.2095
NCT53,OUT046,3078.8838
FDJ28,OUT018,2695.5518
FDX44,OUT045,1125.9327
FDT20,OUT018,617.2642
FDO44,OUT017,1860.8384
NCX17,OUT049,4068.687
FDY01,OUT017,2134.7744
FDJ12,OUT027,6128.1714
DRK35,OUT018,634.22943
FDD47,OUT019,213.56091
NCM53,OUT035,1877.3096
FDO45,OUT013,1475.9325
NCM42,OUT010,230.24577
FDE04,OUT046,3467.086
NCI30,OUT027,6408.484
FDZ19,OUT013,3161.863
FDW57,OUT013,2810.7427
FDA25,OUT013,1843.3987
FDT22,OUT046,1209.2808
FDP51,OUT013,1655.1646
FDD48,OUT027,2893.2893
FDY39,OUT035,2989.1533
FDO48,OUT010,529.54065
FDD23,OUT027,4384.577
DRN35,OUT027,1219.0894
FDT01,OUT035,3230.3926
FDC20,OUT010,94.64479
DRJ35,OUT035,901.1692
FDB32,OUT046,1470.6183
FDL24,OUT046,3399.4978
NCV42,OUT035,1947.8308
FDZ46,OUT046,2014.8792
FDC15,OUT013,2468.8218
FDD08,OUT019,76.64155
FDY50,OUT049,1203.8945
FDD36,OUT013,1803.1707
FDG57,OUT027,1779.8827
FDL21,OUT018,722.8339
FDN16,OUT027,2512.0486
FDJ09,OUT027,1670.9169
FDS01,OUT010,455.35822
FDV33,OUT017,4763.099
DRE12,OUT017,1680.1998
FDR07,OUT013,1740.6185
FDP48,OUT010,376.9982
NCB55,OUT035,1077.7216
FDQ08,OUT013,1196.5718
FDR34,OUT035,4410.647
FDO33,OUT046,1849.2714
FDP13,OUT045,854.70795
FDX12,OUT049,4430.466
NCT06,OUT049,2991.214
FDR16,OUT019,631.126
FDE36,OUT046,3329.355
FDZ36,OUT049,3160.831
FDV13,OUT045,1507.5144
NCZ17,OUT035,1023.6253
FDU56,OUT045,2723.7222
FDM09,OUT035,2443.185
FDV02,OUT017,2690.4678
FDS34,OUT018,1652.1807
FDA11,OUT049,1512.3451
FDP09,OUT017,3809.5627
FDB29,OUT027,2877.536
FDT19,OUT017,3347.3198
DRH15,OUT017,954.5379
FDY38,OUT046,3708.6755
FDF14,OUT027,4636.861
FDN48,OUT010,156.2923
FDQ12,OUT013,3989.8943
NCJ43,OUT045,2444.1006
FDE17,OUT019,294.68384
FDB05,OUT035,4177.938
FDH10,OUT045,2565.945
NCR06,OUT017,693.42413
FDU32,OUT018,1754.9182
FDD56,OUT049,2647.6394
FDO36,OUT018,2603.3071
FDH16,OUT010,153.22464
FDX10,OUT018,830.9407
FDZ37,OUT017,1812.0719
FDU31,OUT010,471.55695
DRC49,OUT049,2153.369
FDL15,OUT045,2209.487
FDN32,OUT019,503.10614
DRH59,OUT027,1821.5653
NCU29,OUT049,2532.1038
FDR37,OUT019,901.31006
FDS14,OUT018,2189.7964
FDU02,OUT027,5798.1353
FDJ08,OUT035,3248.0142
NCZ06,OUT045,3882.299
FDO31,OUT049,1147.1276
FDH31,OUT018,1285.1135
FDS58,OUT017,2891.0942
NCA53,OUT027,1807.056
FDF50,OUT046,4187.285
NCW42,OUT049,4055.3809
NCQ17,OUT045,2127.5981
FDK51,OUT018,5440.695
NCW41,OUT010,544.8678
NCR29,OUT017,1152.1042
FDB08,OUT019,356.65695
FDA40,OUT027,2136.2358
FDL14,OUT018,2499.6558
FDB47,OUT046,3456.1921
FDO03,OUT035,4010.0178
DRK13,OUT019,367.5162
FDX13,OUT010,677.3138
FDF52,OUT046,2671.0037
FDT11,OUT013,3075.418
FDB08,OUT013,2989.528
FDQ28,OUT018,2065.0483
FDD29,OUT045,3953.5415
NCQ29,OUT027,6809.299
NCO02,OUT013,1081.8973
FDR56,OUT010,476.48657
NCM54,OUT049,2187.6387
FDP51,OUT035,1477.4834
FDT38,OUT013,1372.4966
FDZ20,OUT018,4407.367
FDJ53,OUT013,1980.1586
FDX13,OUT049,4378.853
FDP58,OUT035,3520.5918
NCK31,OUT019,61.764507
FDA35,OUT018,1787.5583
FDV37,OUT018,3039.705
NCO07,OUT027,6032.9077
FDA20,OUT045,2822.1157
FDZ59,OUT035,2359.0088
NCY17,OUT017,989.8475
FDQ28,OUT035,2515.3867
FDV35,OUT017,2819.1523
FDQ36,OUT013,846.6025
FDD34,OUT018,2637.8823
FDK51,OUT045,5229.866
FDV31,OUT035,2916.1921
FDR04,OUT035,1479.4377
FDR14,OUT049,885.5361
DRC36,OUT010,319.39362
FDE39,OUT019,288.08554
FDP57,OUT049,1678.7288
FDE57,OUT046,2485.9426
NCN18,OUT046,1602.8231
NCQ05,OUT018,2138.2449
FDW47,OUT035,2367.3335
FDV46,OUT035,2849.0598
NCP29,OUT045,1043.1947
FDE09,OUT018,1557.791
NCU06,OUT027,5842.4863
FDT19,OUT010,499.0586
DRF15,OUT017,2788.6384
DRI51,OUT013,2330.837
NCX54,OUT013,1549.8986
DRE01,OUT013,4815.934
NCB07,OUT045,2756.4983
FDU50,OUT035,1952.3256
FDG40,OUT035,758.937
FDW10,OUT018,2417.0098
FDX51,OUT013,3336.516
NCP17,OUT045,1043.3085
FDP21,OUT035,3017.4219
FDL04,OUT045,1482.4247
FDV23,OUT013,2274.1616
FDF24,OUT046,1494.8752
FDH56,OUT027,3470.4353
FDB51,OUT049,844.8098
FDI58,OUT027,2563.862
FDR20,OUT013,1053.6277
FDC51,OUT018,1769.2404
FDB16,OUT027,2157.2305
FDE40,OUT049,788.7258
NCM17,OUT035,1152.3942
FDU56,OUT035,3544.175
FDS32,OUT019,340.34393
FDX02,OUT049,3232.4622
FDT39,OUT027,4029.4639
FDE35,OUT017,635.0624
NCI42,OUT019,489.7078
DRL23,OUT046,1856.9266
FDA10,OUT046,1802.0529
FDA11,OUT013,1441.8234
NCM06,OUT046,2188.673
NCT05,OUT035,4731.101
NCQ02,OUT010,463.77322
NCY06,OUT049,2163.7827
FDY56,OUT035,4364.758
FDL02,OUT035,1804.7305
NCI06,OUT035,2891.7869
FDQ14,OUT045,1981.3447
FDQ12,OUT017,3740.8347
FDP36,OUT046,964.829
FDK21,OUT027,7245.8394
FDO40,OUT045,2059.5034
NCK54,OUT019,298.87772
FDY09,OUT018,2613.3992
NCW30,OUT049,4650.288
NCC55,OUT027,1274.8984
FDE58,OUT018,1658.1179
FDR39,OUT013,3371.9402
FDU28,OUT049,2670.343
FDH08,OUT017,4407.289
FDG35,OUT045,3481.8052
FDG22,OUT049,682.73145
FDC34,OUT035,2065.976
FDP15,OUT018,4448.7686
FDK34,OUT010,612.9857
FDU45,OUT035,1874.109
FDQ04,OUT027,1304.783
FDX22,OUT018,3438.237
FDB45,OUT017,1825.4003
NCH43,OUT027,5487.859
DRE60,OUT046,3113.895
FDD17,OUT027,7109.0176
NCM54,OUT017,1771.5117
NCH55,OUT013,1973.1443
NCT06,OUT017,2506.9019
FDA48,OUT027,5930.885
FDY58,OUT027,6297.507
FDO25,OUT045,2942.3057
FDN50,OUT045,1607.5436
FDH35,OUT035,3309.335
FDK09,OUT045,3004.476
FDO16,OUT013,1389.508
FDW11,OUT045,1388.5107
FDU47,OUT027,4049.6255
NCQ42,OUT010,343.577
FDK55,OUT027,2303.2373
FDN08,OUT049,1776.639
FDT57,OUT045,3300.3228
FDJ12,OUT018,3525.262
DRL59,OUT017,974.5351
NCN53,OUT046,1046.4094
FDO51,OUT010,93.39531
FDK56,OUT017,3302.949
FDY12,OUT035,714.7291
FDU15,OUT035,745.4406
FDQ19,OUT046,4521.9277
DRF15,OUT045,2587.1082
DRE25,OUT019,167.08127
FDK57,OUT018,1880.1079
FDD33,OUT010,562.8469
FDR34,OUT027,6372.325
FDU04,OUT045,1580.5226
FDE35,OUT019,62.19361
NCD31,OUT035,2723.075
FDJ56,OUT035,1656.6102
NCU53,OUT046,3097.764
FDD39,OUT035,3962.222
NCU17,OUT019,188.09843
FDJ20,OUT046,1914.6049
NCW41,OUT018,2379.2573
FDL52,OUT035,702.96674
FDS39,OUT035,2294.0276
DRJ47,OUT045,3192.8442
FDP13,OUT010,166.01694
DRK39,OUT010,157.0741
FDF28,OUT010,252.22755
FDB09,OUT045,1721.6086
FDM51,OUT046,1287.6654
DRM49,OUT018,590.325
DRF23,OUT013,2522.8894
DRH01,OUT035,2842.6484
FDH12,OUT027,2645.9338
FDA28,OUT019,241.87253
FDW37,OUT018,1419.5404
FDF02,OUT046,1904.9729
DRL37,OUT046,511.0296
NCF43,OUT046,1990.4274
FDH08,OUT010,530.4769
FDR34,OUT019,579.12384
NCK19,OUT049,3343.7764
NCD55,OUT018,529.06177
FDT27,OUT049,4129.336
FDQ57,OUT045,1947.7332
FDA47,OUT035,2173.8098
DRG15,OUT027,2286.315
FDE05,OUT018,1714.5569
FDN46,OUT046,1762.1583
FDX27,OUT027,2524.8098
FDT51,OUT045,1238.1888
FDU33,OUT013,1069.1134
FDJ16,OUT027,1702.6714
FDD20,OUT019,285.84726
FDT36,OUT049,704.2667
DRF15,OUT027,4641.7466
FDN52,OUT010,225.6763
FDC22,OUT027,4889.2017
FDX15,OUT045,2345.152
FDT13,OUT013,3215.6567
FDU04,OUT017,1824.3601
FDU31,OUT019,569.15546
FDW59,OUT027,2789.8135
NCO29,OUT046,3020.2908
FDL15,OUT035,2526.8552
FDI41,OUT049,2053.3455
FDQ48,OUT049,1402.4368
DRI39,OUT013,861.27625
FDI08,OUT013,4977.3955
FDC21,OUT049,1563.972
FDF58,OUT035,1337.0211
FDS08,OUT010,356.04153
FDE47,OUT045,1442.9316
NCP18,OUT019,309.68182
NCR41,OUT013,1826.8424
FDA27,OUT013,5330.064
FDA43,OUT035,3275.2002
FDA49,OUT045,1421.7473
NCE55,OUT018,2316.5557
DRM49,OUT027,1406.6349
FDF22,OUT027,5841.9175
FDQ15,OUT018,1053.905
NCS54,OUT017,2789.9539
NCY05,OUT013,800.4752
FDR45,OUT046,4072.5317
FDK57,OUT049,2154.6501
FDF41,OUT010,661.0824
FDV21,OUT046,2377.8955
FDD51,OUT046,741.5303
FDF33,OUT046,4773.7314
FDA38,OUT046,4235.5
FDR56,OUT045,3294.0146
NCN41,OUT017,1834.3402
FDC60,OUT027,2256.318
FDB47,OUT045,2682.862
DRH01,OUT013,3276.3125
FDW08,OUT046,1632.6798
FDF38,OUT027,1740.7104
FDY32,OUT017,2873.4368
FDG34,OUT049,1700.5691
FDG47,OUT019,386.25302
NCF18,OUT035,2847.381
FDL39,OUT019,393.09576
NCH55,OUT035,1968.9485
DRJ35,OUT049,899.5448
FDS44,OUT035,4643.3945
DRE01,OUT018,3858.8198
FDY39,OUT013,3212.6943
FDY32,OUT018,2590.6135
FDR33,OUT027,3021.4329
NCP50,OUT049,1077.4542
FDZ47,OUT018,1373.1771
FDU57,OUT049,2375.4756
FDY44,OUT013,3607.431
DRH59,OUT018,1026.2965
FDB03,OUT027,6201.3887
FDY46,OUT045,2398.3862
FDM39,OUT045,2408.1553
FDY36,OUT035,1186.9725
NCM55,OUT035,3036.0027
FDJ50,OUT010,133.18391
DRL60,OUT013,2806.6924
NCJ54,OUT049,3797.195
FDX59,OUT017,740.684
FDI07,OUT013,3515.9077
DRF51,OUT010,200.97705
FDM14,OUT017,2171.037
FDP21,OUT045,2703.217
FDE40,OUT035,1183.9323
FDE05,OUT035,2471.5818
FDM13,OUT027,4615.4565
FDC34,OUT027,4059.1516
NCI55,OUT018,1607.1151
NCE43,OUT018,1994.0842
FDW58,OUT018,1539.1708
FDG60,OUT045,4040.5786
FDV31,OUT017,3063.6792
FDR47,OUT013,3736.8342
FDM60,OUT019,84.46202
NCF06,OUT018,3648.9084
NCN26,OUT027,2916.9973
FDQ59,OUT049,1625.0254
FDF09,OUT046,1048.8413
NCS06,OUT017,4909.3794
FDT44,OUT046,1737.904
FDI19,OUT017,4331.364
FDT22,OUT017,1064.6516
NCF54,OUT027,4323.018
DRG25,OUT045,2944.2305
FDB59,OUT017,3596.2273
FDQ37,OUT017,3234.352
FDP56,OUT035,814.0131
FDW44,OUT035,3047.8672
FDJ26,OUT010,404.3637
FDU43,OUT018,4069.5894
FDW33,OUT045,1301.278
NCX53,OUT027,3909.0198
FDN56,OUT010,380.0641
DRF15,OUT049,2614.8289
FDO33,OUT017,1870.9794
FDZ39,OUT010,221.45093
NCJ19,OUT017,901.2105
FDU01,OUT035,4088.5708
FDT12,OUT035,3603.746
NCM18,OUT018,693.1962
FDP19,OUT017,2376.1187
NCR42,OUT049,666.6557
FDN10,OUT046,2102.0374
FDG44,OUT017,1080.2101
FDQ10,OUT046,2879.2898
DRH13,OUT049,1437.3785
FDT52,OUT013,4684.8765
FDM56,OUT045,1463.7422
NCO43,OUT010,104.0252
NCV29,OUT035,3278.2737
NCF06,OUT013,4741.6533
FDO50,OUT035,1652.1567
FDT59,OUT013,4369.802
FDX40,OUT027,1281.617
FDE50,OUT017,3498.0012
FDX51,OUT017,3385.2817
NCD30,OUT018,1245.055
FDK15,OUT013,1567.9042
FDL12,OUT045,1026.8163
FDK46,OUT017,4515.343
DRH49,OUT010,169.73901
FDQ57,OUT046,2788.883
FDY59,OUT017,1417.6592
FDO09,OUT018,4388.1504
NCG30,OUT035,2008.9097
FDM09,OUT017,2656.3374
NCN17,OUT027,2805.6968
NCS42,OUT013,1339.2838
FDD02,OUT019,288.28848
FDE34,OUT013,3046.3708
FDU38,OUT045,2627.1094
FDB33,OUT046,2611.9014
NCJ29,OUT017,1453.3356
FDZ27,OUT035,960.76013
FDI40,OUT013,1380.2552
FDG22,OUT013,897.96326
FDT51,OUT017,1510.1442
FDF20,OUT018,3094.7358
FDV50,OUT035,2317.8394
FDT02,OUT049,616.54834
DRC49,OUT017,2206.9724
FDF26,OUT049,2219.4824
FDV52,OUT035,2268.7793
FDX59,OUT049,899.1147
FDV25,OUT035,4222.4253
FDW23,OUT027,1264.757
FDE53,OUT018,1242.1875
FDA19,OUT017,2278.8147
FDH22,OUT046,2291.4514
NCO41,OUT013,1671.895
FDX12,OUT017,4134.232
FDF17,OUT013,3486.6472
FDS11,OUT045,3391.3345
FDR51,OUT035,2118.0793
FDT49,OUT010,243.6347
FDC56,OUT013,2281.6047
FDR13,OUT027,3584.2275
FDQ60,OUT035,1585.7843
FDN38,OUT049,4029.26
NCL29,OUT013,2131.1257
FDO13,OUT027,5803.3564
FDE26,OUT018,2255.9897
FDA31,OUT010,376.77463
FDX14,OUT035,1386.9135
FDA34,OUT045,2350.6743
FDF26,OUT013,2683.1711
FDE38,OUT045,2355.2197
DRI11,OUT046,1776.985
FDQ60,OUT027,3070.466
FDL21,OUT027,1463.6842
DRC12,OUT027,5119.011
FDC47,OUT046,3266.467
FDE57,OUT045,2002.1678
FDT14,OUT045,1614.3818
NCZ53,OUT046,3511.7717
FDE28,OUT018,2731.1838
FDR19,OUT035,2370.5283
NCF54,OUT019,311.53833
FDZ08,OUT046,1414.9928
NCJ05,OUT018,2318.0557
FDF59,OUT046,1628.8768
NCO05,OUT035,1977.794
FDW24,OUT018,713.8823
NCX42,OUT018,2160.9639
NCA53,OUT035,1251.2211
FDI45,OUT019,393.96817
FDG46,OUT046,2036.3252
FDM20,OUT010,560.6323
FDW11,OUT010,145.35277
FDX08,OUT035,3128.8457
NCK17,OUT035,1125.8262
FDK32,OUT018,2073.4575
NCA42,OUT035,2778.4092
DRI01,OUT035,2644.9746
NCL55,OUT049,4554.469
DRE25,OUT018,1101.1172
FDD14,OUT017,2865.5503
FDB10,OUT046,3890.9377
DRN11,OUT035,1788.9668
FDP38,OUT018,882.3039
NCA30,OUT017,2519.3625
FDT15,OUT017,2964.3245
NCP55,OUT018,688.0622
FDF12,OUT035,2177.2466
FDM21,OUT018,3913.4934
FDX56,OUT035,3819.4746
FDF10,OUT017,2084.0383
FDT32,OUT045,3271.3564
FDM51,OUT018,1289.0747
NCR50,OUT018,2196.939
FDI19,OUT049,4748.955
FDX21,OUT017,1725.7378
FDR31,OUT035,2490.7964
FDY02,OUT013,5093.862
NCA29,OUT045,2462.3577
NCX17,OUT046,3653.0825
FDM12,OUT045,3111.4812
FDI53,OUT027,4023.5115
NCU30,OUT049,2733.0562
